Provincia.string()	Municipio.string()	Dirección.string()	Margen.string()	Toma de datos.string()	Precio.double()	Rótulo.string()	Tipo venta.string()	Rem.string()	Horario.string()
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	AVENIDA PINTOR FELO MONZON, 48	N	20/12/2016 08:53	0.897	CEPSA	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CARRETERA LAVERA LA MONTAÑA KM. 1	N	20/12/2016 00:00	0.897	DISA	P	dm	L-S: 06:00-22:00; D: 08:00-22:00
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CARRETERA GRAL. PUERTO CUZ-LAS ARENAS KM. 132	N	14/12/2016 15:26	0.897	SHELL	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	SAN JERONIMO             	CARRETERA INSULAR TF 333 KM. 0,300	D	15/12/2016 12:15	0.897	BP	P	dm	L-D: 06:30-23:30
SANTA CRUZ DE TENERIFE	ADEJE	TF-6237, MD, PK km 4.8	N	13/12/2016 10:58	0.898	CEPSA ARMEÑIME	P	dm	L-D: 24H
MELILLA	MELILLA                  	PLAZA MARTIN DE CORDOBA, 17	D	21/12/2016 03:00	0.898	SHELL	P	dm	L-S: 07:00-23:00
MELILLA	MELILLA                  	CALLE ALFONSO XIII, 84	N	20/12/2016 23:00	0.898	SHELL ALFONSO XIII	P	OM	L-D: 24H
MELILLA	MELILLA                  	CALLE MARQUEZ MONTEMAR, ESQ. CARLOS V, S/N	N	20/12/2016 23:00	0.898	SHELL CARLOS V	P	OM	L-D: 07:00-23:00
MELILLA	MELILLA                  	CALLE ACTOR TALLAVI, S/N	N	20/12/2016 23:00	0.898	SHELL PUENTE TRIANA	P	OM	L-D: 24H
MELILLA	MELILLA                  	GENERAL POLAVIEJA Nº 2	D	21/12/2016 03:00	0.898	SHELL	P	dm	L-S: 07:00-02:00
MELILLA	MELILLA                  	ALFEREZ PROVISIONALES S/N	D	21/12/2016 03:00	0.898	SHELL	P	dm	L-S: 07:00-23:00
SANTA CRUZ DE TENERIFE	CALETILLAS (LAS)         	AVENIDA AVDA. MARITIMA, 198	N	21/12/2016 13:35	0.898	DISA LAS CALETILLAS	P	OM	L: 07:00-22:00
MELILLA	MELILLA                  	PASEO DE LAS MARGARITAS, 21	D	20/12/2016 00:00	0.899	CEPSA	P	OM	L-S: 07:00-23:00
MELILLA	MELILLA                  	ZONA SERVICIO DEL PUERTO DE MELILLA, S/N	D	20/12/2016 07:00	0.899	CEPSA	P	dm	L-S: 07:30-23:30
MELILLA	MELILLA                  	CALLE ASTILLEROS, GENERAL, 99	I	20/12/2016 11:06	0.899	CEPSA	P	dm	L-S: 07:00-23:30
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	AVENIDA ESCALERITAS, 152	N	20/12/2016 00:00	0.899	CEPSA	P	OM	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	URB. DÍAZ CASANOVA, 2	N	20/12/2016 15:27	0.899	CEPSA LAS TORRES (TEXACO)	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	EL TANQUE                	CARRETERA TF-82 KM. 8	I	19/12/2016 10:08	0.899	REPSOL	P	dm	L: 06:00-23:00
SANTA CRUZ DE TENERIFE	CRUZ SANTA               	CALLE PIÑERA, SN	I	19/12/2016 12:44	0.899	REPSOL	P	dm	L: 06:00-00:00
SANTA CRUZ DE TENERIFE	ARMEÑIME                 	CARRETERA TF-47 KM. 2,7	I	21/12/2016 10:00	0.899	REPSOL	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	CRISTIANOS(LOS)          	CALLE BULEVAR CHAJOFE, 2	N	15/12/2016 14:30	0.899	BP	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	ARONA                    	CARRETERA GRAL TF-51(ARONA-VILAFLOR KM. 4	N	21/12/2016 01:00	0.899	TGAS ARONA	P	dm	L-S: 07:00-22:00; D: 07:00-14:00
SANTA CRUZ DE TENERIFE	PLAYA DE LAS AMERICAS (ARONA)	CALLE AVENIDA DE LOS PUEBLOS, 6	N	19/12/2016 12:56	0.899	BP LAS AMERICAS	P	dm	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CARRETERA DE CHILE KM. 84	N	21/12/2016 10:00	0.899	REPSOL	P	OM	L-D: 06:00-23:00
SANTA CRUZ DE TENERIFE	ADEJE	CARRETERA GENERAL ADEJE A PLAYA SAN JUAN KM. 2,5	N	21/12/2016 14:30	0.899	SHELL ARMEÑIME	P	OM	L-D: 24H
MELILLA	MELILLA                  	CALLE GENERAL ASTILLEROS, 2	D	20/12/2016 00:00	0.899	CEPSA	P	OM	L-S: 08:00-23:00
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	AVENIDA JUAN CARLOS I, 42	D	20/12/2016 00:00	0.899	CEPSA	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	PLAYA DE LAS AMERICAS    	AVENIDA SIAM  EN  COSTA ADEJE, 6	D	19/12/2016 12:49	0.899	BP SIAM MALL	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA GENERAL DEL SUR KM. 7,5	N	20/12/2016 00:00	0.903	DISA BARRANCO GRANDE	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA CARRETERA GENERAL DEL SUR KM. 6,200	N	20/12/2016 00:00	0.903	DISA TACO	P	OM	L-S: 06:30-22:30
SANTA CRUZ DE TENERIFE	SILOS, LOS	CALLE FELIX BENITEZ DE LUGO S/N LOS MORALITOS (GENERAL TF-142 KM 11), 28	N	21/12/2016 14:30	0.904	DISA LOS SILOS	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	CABO BLANCO              	CARRETERA GENERAL VALLE SAN LORENZO-GUAZA,380 KM. 380	D	10/12/2016 16:00	0.904	BP CABO BLANCO	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	CRISTIANOS(LOS)          	CALLE GENERAL FRANCO, 1	N	21/12/2016 11:30	0.904	DISA LOS CRISTIANOS	P	OM	L-D: 07:00-23:00
SANTA CRUZ DE TENERIFE	FASNIA                   	AUTOVIA TF-1 KM. 34	D	21/12/2016 00:00	0.904	CEPSA	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	ARONA                    	CARRETERA TF-28 KM. 92	D	21/12/2016 00:00	0.904	CEPSA	P	OM	L-D: 07:00-23:00
SANTA CRUZ DE TENERIFE	ICOD DE LOS VINOS        	CARRETERA TF-82 KM. 53,6	I	21/12/2016 00:00	0.904	CEPSA	P	OM	L-D: 06:00-23:00
SANTA CRUZ DE TENERIFE	ARONA                    	CARRETERA CARRETERA GENERAL GUAZA LOS CRISTIANOS KM. 1	D	12/12/2016 14:56	0.905	CEPSA LLANO AZUL	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	GÜIMAR                   	AVENIDA OBISPO PEREZ CACERES, 45	I	21/12/2016 00:00	0.907	CEPSA	P	dm	L-S: 05:00-22:00; D: 05:00-13:00
SANTA CRUZ DE TENERIFE	GÜIMAR                   	CARRETERA TF-61 KM. 2,800	D	21/12/2016 08:28	0.907	DISA PUERTITO	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CALLE ORTEGA Y GASSET, 1	N	20/12/2016 00:00	0.907	DISA TRES DE MAYO	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	GÜIMAR                   	AVENIDA SANTA CRUZ, 53	N	21/12/2016 13:35	0.907	DISA GÜIMAR	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	GÜIMAR                   	CALLE RIGOBERTO DIAZ MELERO, S/N	I	21/12/2016 10:29	0.907	SHELL GUIMAR	P	dm	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	ADEJE                    	PG IND. BARRANCO LAS TORRES, P7-S9, S/N	N	15/12/2016 14:30	0.908	BP LA ATALAYA	P	dm	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CALLE ALCALDE DIAZ SAAVEDRA NAVARRO, 44	N	20/12/2016 18:15	0.908	SHELL VEGUETA	P	OM	L-J: 06:00-23:00; V-S: 07:00-23:59; D: 07:00-21:00
SANTA CRUZ DE TENERIFE	ADEJE                    	AVENIDA AYYO DE  EN  ADEJE, 22	D	19/12/2016 13:38	0.908	REPSOL	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CALLE CARRETERA DEL BOTANICO, 24	N	19/12/2016 12:16	0.909	CEPSA PUERTO DE LA CRUZ	P	dm	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CARRETERA CTRA. CUESTA RAMON KM. 1	N	21/12/2016 16:34	0.909	SHELL MERCALASPALMAS	P	dm	L-V: 04:30-22:30; S: 05:30-20:00
SANTA CRUZ DE TENERIFE	VALLE DE GUERRA          	CARRETERA TF-16 KM. 4,4	I	19/12/2016 12:34	0.909	REPSOL	P	dm	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	OROTAVA (LA)             	URBANITZACION CARMENATY, 14	D	20/12/2016 00:00	0.909	BP	P	dm	L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-14:00
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CR DEL BOTANICO km 6	D	16/12/2016 15:33	0.909	BP	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	LA LAGUNA	CR TF-411, KM. 2,45	N	20/12/2016 02:10	0.909	BP TACO NORTE	P	dm	L-S: 06:00-04:00; D: 07:00-04:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA GENERAL DEL SUR KM. 6,9	N	16/12/2016 22:00	0.909	 BP TACO	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CALLE VALOIS km S/N	N	21/12/2016 10:29	0.909	DISA	P	dm	L-S: 06:00-22:00; D: 08:00-22:00
SANTA CRUZ DE TENERIFE	BUENAVISTA DEL NORTE     	AVENIDA JUAN MENDEZ EL VIEJO, S/N	N	19/12/2016 15:57	0.909	DISA	P	dm	L-S: 06:00-23:00; D: 07:00-10:00
SANTA CRUZ DE TENERIFE	PUERTO DE LA CRUZ        	CARRETERA MARTIANEZ TF-131 KM. 2,4	N	20/12/2016 10:30	0.909	SHELL EL AGUILA	P	OM	L-D: 07:00-23:00
SANTA CRUZ DE TENERIFE	OROTAVA (LA)             	CARRETERA C 820 KM 35.5 MARGUEN I KM. 35,5	I	20/12/2016 00:00	0.909	DISA	P	dm	L-S: 06:00-22:00; D: 07:00-14:00
SANTA CRUZ DE TENERIFE	CUESTA, LA               	CARRETERA SUR (CUESTA-TACO) KM. 2	N	20/12/2016 00:00	0.909	DISA OFRA	P	OM	L-S: 06:00-00:00; D: 06:00-22:00
PALMAS (LAS)	JINAMAR                  	AVENIDA SANTA RITA DE CASIA, S/N	N	21/12/2016 14:30	0.909	DISA JINAMAR	P	OM	L-D: 24H
PALMAS (LAS)	TELDE                    	CARRETERA GC-300 KM. 7,6	D	21/12/2016 10:00	0.909	REPSOL	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CALLE FILIPINAS, 9	N	16/12/2016 15:27	0.914	CEPSA	P	dm	L-V: 06:30-19:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	VÍA VIA PENETRACION, KM. 0,184, S/N	N	21/12/2016 13:35	0.917	DISA VIA PENETRACION	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	POLIGONO EL MAYORAZGO, S/N	D	20/12/2016 15:06	0.918	CEPSA	P	dm	L-V: 05:00-14:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AUTOPISTA TF-21 KM. 3,5	D	21/12/2016 00:00	0.919	CEPSA	P	OM	L-D: 24H
PALMAS (LAS)	SANTA LUCIA              	CALLE CASA SANTA, 23	N	19/12/2016 16:03	0.919	CEPSA POZO IZQUIERDO	P	dm	L-D: 24H
PALMAS (LAS)	SAN BARTOLOME TIRAJANA	CARRETERA C-812 KM. 42	D	17/12/2016 10:16	0.919	CANARY OIL JUAN GRANDE	P	dm	L-D: 24H
PALMAS (LAS)	CASTILLOS (LOS)          	CARRETERA LOS CASTILLOES KM. S/N	D	17/12/2016 13:32	0.929	PCAN	P	dm	L-S: 07:00-22:00; D: 08:00-22:00
SANTA CRUZ DE TENERIFE	CUESTA, LA               	CALLE MILAGROSA (LA) LA CUESTA, 2	D	20/12/2016 14:11	0.929	DISA VISTABELLA	P	dm	L-S: 06:00-22:00; D: 08:00-22:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	VÍA INTERIOR DEL PUERTO, S/N	D	21/12/2016 10:00	0.929	REPSOL	P	OM	L-D: 07:00-21:00
PALMAS (LAS)	ANTIGUA	CARRETERA GENERAL DEL SUR - CRUCE LAS POCETAS KM. 0	N	17/12/2016 11:37	0.933	CEPSA ANTIGUA	P	dm	L-S: 07:00-22:00; D: 08:00-15:00
PALMAS (LAS)	GRAN TARAJAL             	AVENIDA CONSTITUCION (DE LA), 16	N	17/12/2016 11:32	0.933	CEPSA GRAN TARAJAL	R	dm	L-D: 24H
PALMAS (LAS)	FIRGAS	CALLE SANSOFE, 4	N	19/12/2016 12:00	0.934	CEPSA	P	dm	L-V: 06:00-22:00; S: 06:30-23:59; D: 08:00-14:00
PALMAS (LAS)	TEROR                    	CARRETERA C-817 KM. 21	N	19/12/2016 11:10	0.934	CEPSA	P	dm	L-V: 06:00-23:59; S: 06:00-01:30; D: 07:00-14:00
PALMAS (LAS)	ARUCAS                   	CARRETERA GC-43 KM. 4,800	D	19/12/2016 10:56	0.934	CEPSA LOS PORTALES (TEXACO)	P	dm	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	C-811, MD, PK km 2.6	N	21/12/2016 00:00	0.939	CEPSA 	P	OM	L-D: 06:00-00:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	CALLE CASILLAS DEL ANGEL, 132	D	21/12/2016 00:00	0.939	REPSOL	P	OM	L-S: 06:00-22:00; D: 07:00-14:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	CR FV-1, 2	D	21/12/2016 10:00	0.939	REPSOL	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	CALETA DE FUSTE	CR  FV-2 P.K. 11 M.D. ( PUERTO DEL	D	21/12/2016 00:00	0.939	REPSOL	P	OM	L-D: 07:00-23:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AVENIDA TRES DE MAYO, 85	N	15/12/2016 14:00	0.939	 BP AVENIDA 3 DE MAYO	P	dm	L-D: 06:00-23:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AVENIDA DE CANARIAS, 97	N	16/12/2016 23:44	0.939	BP CRUZ DEL SEÑOR	P	dm	L-S: 06:00-22:00; D: 07:00-21:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA DEL ROSARIO C-822 KM. 2	N	21/12/2016 10:15	0.939	DISA TIO PINO	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AVENIDA VENEZUELA, S/N	N	20/12/2016 00:00	0.939	DISA ARACAYU	P	OM	L-D: 24H
PALMAS (LAS)	ARUCAS	AVENIDA LAIRAGA, 36	N	20/12/2016 00:00	0.939	DISA BAÑADEROS	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	ARUCAS                   	CALLE SUAREZ FRANCHY, 26	N	20/12/2016 00:00	0.939	SHELL ARUCAS	P	OM	L-D: 06:00-00:00
PALMAS (LAS)	ARUCAS                   	AUTOVIA AUTOVIA ARUCAS S/N KM. 3,5	N	20/12/2016 00:00	0.939	SHELL AUTOVIA ARUCAS	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA SANTA CRUZ- LA LAGUNA KM. 3,7	D	20/12/2016 00:00	0.939	SHELL EL RAMONAL	P	OM	L-D: 06:30-22:30
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AVENIDA ANGEL ROMERO, 17	D	19/12/2016 20:01	0.939	CEPSA	P	dm	L-D: 06:00-23:00
PALMAS (LAS)	ALMATRICHE               	GLORIETA ACCESO SUR TAMARACEITE, 4	N	20/12/2016 13:30	0.939	DISA TAMARACEITE	P	OM	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	AVENIDA FEDERICO GARCIA LORCA, 1	D	20/12/2016 00:00	0.940	REPSOL	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CARRETERA DEL ROSARIO KM. 3	N	20/12/2016 00:00	0.942	E.S.SHELL OFRA	P	OM	L-D: 07:00-23:00
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	CALLE FOMENTO, S/N, 	N	20/12/2016 11:30	0.944	DISA FOMENTO	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE   	AVENIDA TRES DE MAYO, 26	D	20/12/2016 11:30	0.947	SHELL LA SALLE	P	OM	L-D: 07:00-22:00
SANTA CRUZ DE TENERIFE	ADEJE                    	AVENIDA AYYO, 32	N	21/12/2016 06:00	0.947	SHELL	P	dm	L-D: 24H
PALMAS (LAS)	PUERTO DEL ROSARIO       	CALLE ALMIRANTE LALLERMAND, 31	N	21/12/2016 12:34	0.948	PCAN GASOLINERA GIL	P	dm	L-S: 07:00-22:00; D: 07:00-14:30
PALMAS (LAS)	SANTA MARIA DE GUIA      	LUGAR ALBERCON DE LA VIRGEN, S/N	N	21/12/2016 13:35	0.948	DISA GUIA	P	OM	L-S: 05:30-23:00; D: 07:00-22:00
PALMAS (LAS)	VILLA DE MOYA            	CALLE PADRE CLARET, 27	N	19/12/2016 11:30	0.948	SHELL 	P	dm	L-V: 07:00-22:00; S: 08:00-23:00; D: 08:00-14:00
PALMAS (LAS)	AGUIMES	CALLE HIEDRA, 3	N	21/12/2016 15:04	0.948	CEPSA	P	dm	L-D: 06:00-22:00
PALMAS (LAS)	AGUIMES	CALLE ALMENDRO, 29	N	21/12/2016 14:30	0.948	DISA BALOS	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	CRUCE DE ARINAGA         	CALLE FRESADORA, S/N	D	19/12/2016 15:37	0.948	BP	P	dm	L-D: 06:00-23:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	AVENIDA JUAN DE BETHENCOURT, 24	N	21/12/2016 00:00	0.949	CEPSA PUERTO ROSARIO	P	OM	L-S: 07:00-23:00; D: 07:00-15:00
PALMAS (LAS)	PALMITAL (EL)            	CARRETERA CARRETERA MOYA-GUÍA KM. 4,800	D	13/12/2016 11:47	0.949	REPSOL	P	dm	L-V: 08:00-21:00; S-D: 09:00-21:00
PALMAS (LAS)	VECINDARIO               	AVENIDA DEL ATLANTICO, S/N	D	21/12/2016 00:00	0.949	REPSOL	P	OM	L-D: 24H
PALMAS (LAS)	CASTILLO (EL)            	CARRETERA PUERTO ROSARIO - EL CASTILLO KM. 8	I	21/12/2016 13:35	0.949	DISA EL MATORRAL	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	SANTA LUCIA              	CL FRANCHY Y ROCA (EL DOCTORAL) S/N	N	19/12/2016 12:00	0.949	BP EL TARO	P	dm	L-D: 24H
PALMAS (LAS)	CASA PASTORES            	AVENIDA DE CANARIAS, 360	N	21/12/2016 00:00	0.949	REPSOL	P	OM	L-D: 24H
SANTA CRUZ DE TENERIFE	FAÑABE                   	General C-822 km 110,14	N	20/12/2016 12:30	0.949	DISA FAÑABE	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	AUTOVIA PUERTO DEL ROSARIO-CALETA DE FUSTE KM. 3,5	D	21/12/2016 11:30	0.949	DISA RIO CABRAS	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	ALMATRICHE               	CARRETERA GENERAL DE ALMATRICHE KM. 48	D	19/12/2016 20:27	0.949	DISA ALMATRICHE	P	dm	L-D: 24H
PALMAS (LAS)	PUERTO DEL ROSARIO       	CALLE ALFONSO XIII, 65	N	21/12/2016 11:30	0.949	DISA  EL CHARCO	P	OM	L-D: 06:00-22:00
SANTA CRUZ DE TENERIFE	VILAFLOR                 	CARRETERA CARRETERA GENERAL 821 KM. 68,80	N	20/12/2016 00:00	0.949	DISA	P	dm	L-S: 07:00-21:00; D: 08:00-14:00
PALMAS (LAS)	MOYA	CARRETERA CTRA. GRAL. DEL NORTE KM. 13	I	19/12/2016 15:36	0.949	BP KM 13 - 2 (SAN ANDRES)	P	dm	L-D: 06:00-23:59
PALMAS (LAS)	PUERTO DEL ROSARIO       	CALLE SECUNDINO ALONSO, 26	D	21/12/2016 13:35	0.949	DISA SECUNDINO ALONSO	P	OM	L-D: 24H
PALMAS (LAS)	SANTA MARIA DE GUIA      	CR GC-2, 22	I	20/12/2016 00:00	0.949	REPSOL	P	dm	L-D: 24H
PALMAS (LAS)	MOYA	CARRETERA CTRA. GRAL. DEL NORTE KM. 13	D	19/12/2016 15:35	0.949	BP KM 13 - 1 (SAN ANDRES)	P	dm	L-D: 06:00-23:59
PALMAS (LAS)	PUERTO DEL ROSARIO       	CARRETERA LA OLIVA KM. 2,7	I	21/12/2016 10:51	0.949	DISA	P	dm	L-D: 06:00-22:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	CARRETERA LA OLIVA KM. 2,7	D	21/12/2016 10:49	0.949	DISA	P	dm	L-D: 06:00-22:00
PALMAS (LAS)	POLIGONO RESIDENCIAL DE ARINAGA	CALLE CANAL DERECHA, S/N	D	21/12/2016 10:00	0.949	REPSOL	P	OM	L-V: 05:00-21:00
PALMAS (LAS)	PUERTO DEL ROSARIO       	CALLE PROFESOR JUAN TADEO CABRERA, 20	N	21/12/2016 11:00	0.949	MERCASOSA	P	dm	L-D: 06:00-22:00
PALMAS (LAS)	SANTA LUCIA              	AVENIDA DEL ATLANTICO, S/N	D	20/12/2016 00:00	0.949	SHELL SANTA LUCIA	P	OM	L-D: 24H
PALMAS (LAS)	OLIVA (LA)               	CALLE LLANOS DE LOS BURROS, S/N	I	21/12/2016 13:35	0.949	DISA LA OLIVA	P	OM	L-S: 07:00-21:00; D: 09:00-13:00
SANTA CRUZ DE TENERIFE	ALCALA                   	CARRETERA TF47 ARMEÑIME-PUERTO SANTIAGO KM. 15	I	21/12/2016 12:08	0.951	PCAN	P	dm	L-D: 24H
PALMAS (LAS)	SANTA LUCIA              	CALLE FERNANDO GUANARTEME, 82	N	19/12/2016 17:30	0.951	BP SARDINA SUR	P	dm	L-D: 24H
PALMAS (LAS)	JINAMAR                  	CARRETERA DE JINAMAR KM. S/N	N	19/12/2016 12:00	0.954	BP JINAMAR	P	dm	L-D: 24H
PALMAS (LAS)	SANTA LUCIA              	AVENIDA DE CANARIAS, 197	D	20/12/2016 09:53	0.954	SHELL 	P	dm	L-D: 24H
SANTA CRUZ DE TENERIFE	MATANZA DE ACENTEJO (LA) 	AUTOVIA TF-5 km 25	I	20/12/2016 23:59	0.954	DISA EL BOHIO	P	dm	L-D: 24H
PALMAS (LAS)	AGUIMES	CARRETERA GRAL DEL SUR KM. 34,5	D	19/12/2016 11:48	0.955	CEPSA	P	dm	L-D: 24H
PALMAS (LAS)	AGUIMES	CARRETERA CTRA. GRAL. DEL SUR KM. 34,5	I	19/12/2016 11:45	0.955	CEPSA	P	dm	L-D: 06:00-22:00
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CALLE DIEGO VEGA SARMIENTO, 70	N	19/12/2016 12:00	0.955	BP COOPERATIVA TAXIS S. CRISTOBAL	P	dm	L-D: 24H
PALMAS (LAS)	PARDILLA (LA)            	AUTOPISTA AUTOPOISTA GC-1 KM. 8	D	21/12/2016 14:30	0.955	DISA LA PARDILLA	P	OM	L-D: 06:00-22:00
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	MUELLE MUELLE DEPORTIVO DE LAS PALMAS, S/N	N	20/12/2016 12:05	0.957	CEPSA LA MARINA	P	dm	L-V: 08:00-18:00; S-D: 08:00-14:00
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1	N	21/12/2016 00:00	0.959	CEPSA LA CAZUELA	P	OM	L-D: 24H
PALMAS (LAS)	ARUCAS	AUTOVIA GC-2 KM. 5,2	D	13/12/2016 22:00	0.959	CEPSA - ALEXIS MANUEL JIMENEZ GARCIA	P	dm	L-D: 24H
PALMAS (LAS)	SANTA MARIA DE GUIA      	CALLE LOMO GUILLEN, 16	N	14/12/2016 10:38	0.959	CEPSA	P	dm	L-D: 24H
PALMAS (LAS)	GALDAR                   	TRAVESÍA C-810 PK 27, 33	N	19/12/2016 12:00	0.959	CEPSA	P	dm	L-V: 05:30-23:30; S: 06:00-23:59; D: 06:00-23:00
PALMAS (LAS)	CRUCE DE ARINAGA         	CALLE ANSITE, 33	I	19/12/2016 00:17	0.959	REPSOL	P	dm	L-D: 06:30-22:30
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CARRETERA CTRA. GRAL. DEL NORTE KM. 185	N	19/12/2016 12:00	0.959	BP LA PATERNA	P	dm	L-D: 24H
PALMAS (LAS)	TELDE	CARRETERA GENERAL DEL SUR KM 13 KM. 13	N	13/12/2016 22:00	0.959	ESTACION CEPSA	P	dm	L-D: 24H
PALMAS (LAS)	AGUIMES                  	CALLE ANSITE, 100	N	13/12/2016 22:00	0.959	ESTACION REPSOL	P	dm	L-D: 24H
PALMAS (LAS)	GALDAR                   	CARRETERA GENERAL Nº 155 KM. 27	N	20/12/2016 00:00	0.959	SHELL GALDAR	P	OM	L-D: 24H
PALMAS (LAS)	DOCTORAL (EL)            	CALLE PEREZ GALDOS, 22	D	19/12/2016 12:00	0.959	BP DOCTORAL	P	dm	L-D: 24H
PALMAS (LAS)	PALMAS DE GRAN CANARIA (LAS)	CALLE OBISPO ROMO - ESQ.ECHEGARAY, S/N	N	19/12/2016 12:00	0.964	BP ALTAVISTA	P	dm	L-D: 24H
PALMAS (LAS)	SAN BARTOLOME TIRAJANA	AUTOVIA GC-1 KM. 34,6	N	20/12/2016 00:00	0.964	SHELL JUAN GRANDE	P	OM	L-D: 24H
PALMAS (LAS)	TAMARACEITE              	AVENIDA CESAR MANRIQUE, 1	D	15/12/2016 00:00	0.964	LOMO LOS FRAILES	P	dm	L-D: 24H
PALMAS (LAS)	TELDE                    	CALLE CANOVAS DEL CASTILLO, 114	N	20/12/2016 17:06	0.965	COOP.TAXIS.TELDE	P	dm	L-D: 24H
PALMAS (LAS)	MASPALOMAS               	CARRETERA C-812 KM. 56,8	D	15/12/2016 14:14	0.965	CEPSA MASPALOMAS	P	dm	L-D: 24H
PALMAS (LAS)	VALSEQUILLO              	AVENIDA LOS ALMENDROS, 42	N	19/12/2016 09:42	0.965	CEPSA LOS ALMENDROS	P	dm	L-D: 06:00-01:00
PALMAS (LAS)	TELDE                    	CALLE CUBILLO, 1	N	19/12/2016 13:34	0.965	CEPSA EL CUBILLO	P	dm	L-J: 06:00-01:00; V-S: 06:00-02:00; D: 06:00-01:00
